,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count
3628,1996,0.0,0.0,0.52,0.04,0.55,,,
3629,2005,0.0,0.0,0.55,0.0,0.55,,,
3630,2015,0.3,0.2,0.0,0.05,0.55,81.0,21.0,69.0
3631,1982,0.52,0.03,0.0,0.01,0.55,,,
3632,2001,0.31,0.21,0.0,0.04,0.55,,,
3633,1999,0.31,0.21,0.0,0.04,0.55,,,
3634,1996,0.0,0.0,0.55,0.0,0.55,,,
3635,2006,0.49,0.02,0.0,0.04,0.55,,,16.0
3636,2001,0.21,0.16,0.12,0.05,0.55,67.0,19.0,19.0
3637,2001,0.27,0.21,0.0,0.07,0.55,68.0,19.0,12.0
3638,2008,0.0,0.52,0.0,0.04,0.55,,,
3639,2004,0.0,0.0,0.55,0.0,0.55,,,
3640,2006,0.51,0.0,0.0,0.04,0.55,,,
3641,2011,0.15,0.11,0.25,0.05,0.55,76.0,55.0,77.0
3642,2002,0.34,0.18,0.0,0.02,0.55,93.0,22.0,17.0
3643,2002,0.22,0.08,0.24,0.01,0.55,82.0,17.0,31.0
3644,2000,0.31,0.21,0.0,0.04,0.55,,,
3645,2015,0.13,0.24,0.1,0.07,0.55,75.0,30.0,284.0
3646,1996,0.31,0.21,0.0,0.04,0.55,,,
3647,2015,0.17,0.3,0.0,0.09,0.55,,,18.0
3648,2007,0.5,0.01,0.0,0.05,0.55,81.0,18.0,19.0
3649,2011,0.21,0.27,0.0,0.06,0.55,92.0,13.0,127.0
3650,2014,0.2,0.25,0.02,0.09,0.55,,,
3651,1999,0.0,0.0,0.51,0.04,0.55,,,
3652,2014,0.18,0.33,0.0,0.04,0.55,70.0,10.0,1463.0
3653,2011,0.37,0.13,0.0,0.04,0.55,63.0,43.0,24.0
3654,1997,0.0,0.0,0.55,0.0,0.55,,,
3655,2004,0.4,0.13,0.0,0.02,0.55,72.0,31.0,5.0
3656,2007,0.18,0.35,0.0,0.02,0.55,67.0,4.0,6.0
3657,2010,0.01,0.45,0.0,0.09,0.55,86.0,22.0,1611.0
3658,2002,0.0,0.0,0.55,0.0,0.55,,,
3659,2008,0.33,0.22,0.0,0.0,0.55,,,
3660,2001,0.39,0.15,0.0,0.01,0.55,,,
3661,1998,0.0,0.0,0.55,0.0,0.55,,,
3662,2003,0.39,0.15,0.0,0.01,0.55,79.0,28.0,19.0
3663,2008,0.31,0.18,0.0,0.05,0.55,,,
3664,2009,0.15,0.34,0.0,0.06,0.55,70.0,22.0,7.0
3665,1995,0.29,0.2,0.02,0.04,0.55,,,
3666,2015,0.13,0.38,0.0,0.04,0.55,,,
3667,2002,0.39,0.14,0.0,0.02,0.55,68.0,25.0,9.0
3668,2010,0.26,0.24,0.0,0.05,0.55,,,
3669,2005,0.45,0.02,0.0,0.07,0.55,76.0,46.0,63.0
3670,2007,0.25,0.03,0.24,0.03,0.55,,,
3671,2003,0.27,0.21,0.0,0.07,0.55,41.0,14.0,12.0
3672,1996,0.3,0.21,0.0,0.04,0.55,,,
3673,2008,0.5,0.0,0.0,0.04,0.55,,,
3674,2004,0.4,0.12,0.0,0.02,0.55,74.0,61.0,26.0
3675,2008,0.5,0.0,0.0,0.04,0.55,67.0,19.0,6.0
3676,2008,0.26,0.23,0.0,0.06,0.55,82.0,34.0,15.0
3677,2008,0.47,0.03,0.0,0.04,0.54,,,
3678,2010,0.4,0.1,0.0,0.04,0.54,,,
3679,2013,0.35,0.12,0.0,0.08,0.54,75.0,69.0,343.0
3680,2008,0.36,0.0,0.0,0.19,0.54,47.0,8.0,15.0
3681,2008,0.0,0.06,0.0,0.48,0.54,,,
3682,2012,0.19,0.23,0.04,0.08,0.54,77.0,27.0,350.0
3683,2004,0.4,0.12,0.0,0.02,0.54,74.0,14.0,8.0
3684,2013,0.28,0.17,0.0,0.09,0.54,80.0,22.0,79.0
3685,2013,0.01,0.42,0.03,0.09,0.54,77.0,22.0,40.0
3686,2006,0.16,0.35,0.0,0.04,0.54,,,
3687,2000,0.0,0.0,0.54,0.0,0.54,,,
3688,2009,0.3,0.16,0.0,0.07,0.54,70.0,43.0,19.0
3689,2008,0.5,0.0,0.0,0.04,0.54,,,
3690,2007,0.49,0.02,0.0,0.04,0.54,80.0,45.0,26.0
3691,1999,0.0,0.0,0.54,0.0,0.54,,,
3692,2003,0.42,0.11,0.0,0.02,0.54,82.0,24.0,10.0
3693,2005,0.27,0.21,0.0,0.07,0.54,66.0,21.0,49.0
3694,2003,0.14,0.11,0.25,0.04,0.54,75.0,39.0,22.0
3695,2003,0.39,0.14,0.0,0.01,0.54,,,
3696,2012,0.12,0.33,0.0,0.09,0.54,88.0,54.0,298.0
3697,2010,0.0,0.0,0.54,0.0,0.54,,,
3698,2007,0.18,0.26,0.0,0.1,0.54,72.0,31.0,64.0
3699,2010,0.3,0.19,0.0,0.05,0.54,82.0,72.0,295.0
3700,2004,0.26,0.21,0.0,0.07,0.54,,,
3701,2006,0.26,0.08,0.13,0.07,0.54,70.0,21.0,19.0
3702,2012,0.24,0.21,0.0,0.08,0.54,75.0,14.0,9.0
3703,2010,0.11,0.04,0.36,0.02,0.54,58.0,18.0,20.0
3704,,0.43,0.1,0.0,0.02,0.54,84.0,33.0,13.0
3705,1982,0.5,0.03,0.0,0.01,0.54,,,
3706,1998,0.11,0.39,0.0,0.03,0.54,,,
3707,1999,0.43,0.1,0.0,0.01,0.54,,,
3708,2011,0.0,0.0,0.54,0.0,0.54,,,
3709,2008,0.07,0.4,0.0,0.07,0.54,,,
3710,2010,0.39,0.11,0.0,0.04,0.54,,,7.0
3711,2010,0.23,0.25,0.0,0.06,0.54,84.0,29.0,23.0
3712,2009,0.46,0.02,0.01,0.05,0.54,81.0,32.0,25.0
3713,2010,0.22,0.23,0.03,0.05,0.54,77.0,83.0,351.0
3714,1998,0.09,0.06,0.35,0.04,0.54,,,
3715,2005,0.29,0.08,0.16,0.01,0.54,85.0,42.0,141.0
3716,2002,0.0,0.0,0.54,0.0,0.54,,,
3717,2007,0.26,0.04,0.22,0.03,0.54,78.0,57.0,102.0
3718,2014,0.16,0.07,0.28,0.02,0.54,69.0,57.0,87.0
3719,1999,0.0,0.0,0.5,0.04,0.54,,,
3720,2004,0.39,0.14,0.0,0.01,0.54,,,
3721,2001,0.42,0.11,0.0,0.01,0.54,87.0,20.0,18.0
3722,2004,0.46,0.06,0.0,0.02,0.54,74.0,11.0,42.0
3723,2004,0.0,0.0,0.54,0.0,0.54,,,
3724,2003,0.26,0.21,0.0,0.07,0.54,89.0,18.0,38.0
3725,2011,0.39,0.1,0.01,0.04,0.54,55.0,24.0,52.0
3726,2009,0.29,0.16,0.04,0.05,0.54,71.0,56.0,64.0
3727,2011,0.4,0.07,0.03,0.03,0.54,67.0,50.0,140.0
3728,2006,0.45,0.02,0.0,0.07,0.54,58.0,29.0,10.0
3729,2001,0.3,0.2,0.0,0.04,0.54,80.0,15.0,16.0
3730,2011,0.31,0.18,0.0,0.05,0.54,47.0,5.0,
3731,2009,0.5,0.0,0.0,0.04,0.54,,,
3732,2008,0.24,0.23,0.0,0.06,0.54,,,
3733,2013,0.4,0.09,0.0,0.05,0.54,81.0,30.0,92.0
3734,1982,0.5,0.03,0.0,0.01,0.54,,,
3735,2009,0.5,0.0,0.0,0.04,0.54,,,
3736,2003,0.26,0.2,0.0,0.07,0.54,59.0,17.0,14.0
3737,2003,0.26,0.2,0.0,0.07,0.54,80.0,41.0,68.0
3738,2010,0.22,0.27,0.0,0.05,0.54,41.0,8.0,11.0
3739,,0.41,0.11,0.0,0.01,0.54,88.0,16.0,7.0
3740,2005,0.26,0.2,0.0,0.07,0.54,83.0,41.0,38.0
3741,2010,0.18,0.2,0.07,0.08,0.54,58.0,49.0,15.0
3742,2008,0.48,0.01,0.0,0.04,0.53,46.0,7.0,7.0
3743,1998,0.0,0.0,0.53,0.0,0.53,,,
3744,2001,0.26,0.2,0.0,0.07,0.53,81.0,21.0,20.0
3745,2011,0.0,0.05,0.48,0.0,0.53,,,
3746,1996,0.07,0.05,0.38,0.03,0.53,,,
3747,2005,0.45,0.02,0.0,0.07,0.53,78.0,19.0,13.0
3748,2015,0.3,0.18,0.0,0.05,0.53,62.0,5.0,29.0
3749,2010,0.12,0.15,0.18,0.09,0.53,83.0,54.0,67.0
3750,2004,0.26,0.2,0.0,0.07,0.53,,,
3751,2011,0.42,0.07,0.0,0.04,0.53,,,
3752,2010,0.3,0.15,0.03,0.05,0.53,85.0,62.0,85.0
3753,2006,0.35,0.01,0.14,0.03,0.53,78.0,26.0,52.0
3754,2003,0.26,0.2,0.0,0.07,0.53,75.0,34.0,49.0
3755,2004,0.38,0.14,0.0,0.01,0.53,,,
3756,2004,0.44,0.02,0.0,0.07,0.53,78.0,19.0,13.0
3757,2000,0.3,0.2,0.0,0.03,0.53,51.0,16.0,14.0
3758,2010,0.15,0.07,0.27,0.05,0.53,87.0,49.0,102.0
3759,2004,0.26,0.2,0.0,0.07,0.53,58.0,24.0,21.0
3760,2013,0.25,0.07,0.17,0.05,0.53,82.0,62.0,288.0
3761,2004,0.4,0.11,0.0,0.02,0.53,,,
3762,2003,0.26,0.2,0.0,0.07,0.53,78.0,23.0,8.0
3763,1999,0.3,0.2,0.0,0.03,0.53,,,
3764,2008,0.26,0.2,0.0,0.07,0.53,,,8.0
3765,2004,0.4,0.11,0.0,0.02,0.53,78.0,30.0,14.0
3766,2007,0.25,0.23,0.0,0.06,0.53,62.0,38.0,46.0
3767,2014,0.35,0.13,0.0,0.05,0.53,70.0,17.0,20.0
3768,1996,0.3,0.2,0.0,0.03,0.53,,,
3769,2014,0.35,0.13,0.0,0.05,0.53,69.0,18.0,49.0
3770,1993,0.0,0.0,0.53,0.0,0.53,,,
3771,2016,0.25,0.24,0.0,0.04,0.53,91.0,62.0,4052.0
3772,1994,0.0,0.0,0.53,0.0,0.53,,,
3773,2010,0.48,0.02,0.0,0.03,0.53,,,
3774,1993,0.0,0.0,0.53,0.0,0.53,,,
3775,2005,0.34,0.17,0.0,0.02,0.53,82.0,43.0,11.0
3776,2005,0.32,0.19,0.0,0.01,0.53,89.0,65.0,66.0
3777,2005,0.32,0.19,0.0,0.02,0.53,72.0,42.0,15.0
3778,2004,0.26,0.2,0.0,0.07,0.53,71.0,24.0,22.0
3779,2002,0.31,0.19,0.0,0.03,0.53,59.0,23.0,10.0
3780,2005,0.26,0.2,0.0,0.07,0.53,63.0,26.0,27.0
3781,2008,0.0,0.13,0.38,0.02,0.53,,,
3782,2006,0.39,0.03,0.08,0.04,0.53,72.0,57.0,83.0
3783,2006,0.21,0.04,0.26,0.03,0.53,,,
3784,2000,0.43,0.09,0.0,0.01,0.53,,,
3785,2008,0.04,0.01,0.48,0.0,0.53,69.0,13.0,9.0
3786,2008,0.42,0.07,0.0,0.04,0.53,,,
3787,2004,0.41,0.11,0.0,0.01,0.53,81.0,36.0,11.0
3788,2016,0.05,0.21,0.25,0.02,0.53,,,
3789,2009,0.26,0.21,0.0,0.05,0.53,,,5.0
3790,1997,0.0,0.0,0.49,0.03,0.53,,,
3791,2015,0.19,0.29,0.0,0.04,0.53,88.0,62.0,833.0
3792,2009,0.21,0.27,0.0,0.05,0.53,56.0,9.0,
3793,2010,0.11,0.26,0.02,0.14,0.53,73.0,22.0,22.0
3794,2015,0.26,0.23,0.0,0.04,0.53,,,18.0
3795,2009,0.35,0.13,0.0,0.05,0.53,75.0,7.0,4.0
3796,2007,0.48,0.0,0.0,0.04,0.53,,,
3797,2001,0.26,0.2,0.0,0.07,0.53,69.0,24.0,22.0
3798,2007,0.35,0.09,0.0,0.08,0.53,61.0,12.0,9.0
3799,2008,0.49,0.0,0.0,0.04,0.53,47.0,5.0,10.0
3800,2009,0.13,0.28,0.01,0.1,0.53,43.0,41.0,70.0
3801,2010,0.31,0.17,0.0,0.05,0.53,60.0,8.0,
3802,2002,0.41,0.11,0.0,0.01,0.53,82.0,13.0,23.0
3803,2011,0.16,0.28,0.0,0.09,0.53,91.0,27.0,1847.0
3804,2005,0.26,0.2,0.0,0.07,0.53,68.0,36.0,24.0
3805,2005,0.44,0.02,0.0,0.07,0.53,84.0,52.0,72.0
3806,1994,0.0,0.0,0.53,0.0,0.53,,,
3807,2006,0.38,0.01,0.1,0.04,0.53,76.0,56.0,56.0
3808,2014,0.36,0.12,0.0,0.05,0.53,,,235.0
3809,1996,0.49,0.03,0.0,0.0,0.53,,,
3810,1999,0.49,0.03,0.0,0.0,0.53,,,
3811,2000,0.0,0.0,0.49,0.03,0.53,,,
3812,2011,0.23,0.2,0.01,0.08,0.53,83.0,57.0,288.0
3813,2003,0.26,0.2,0.0,0.07,0.53,66.0,21.0,23.0
3814,2005,0.24,0.09,0.19,0.01,0.52,81.0,21.0,25.0
3815,1999,0.0,0.0,0.52,0.0,0.52,82.0,24.0,16.0
3816,1999,0.29,0.2,0.0,0.03,0.52,55.0,8.0,
3817,2013,0.21,0.12,0.13,0.07,0.52,,,6.0
3818,2011,0.25,0.19,0.0,0.08,0.52,66.0,11.0,16.0
3819,2006,0.0,0.0,0.52,0.0,0.52,,,
3820,2007,0.17,0.26,0.0,0.1,0.52,76.0,18.0,12.0
3821,2010,0.49,0.0,0.0,0.03,0.52,,,
3822,2009,0.32,0.15,0.0,0.05,0.52,77.0,68.0,114.0
3823,2006,0.17,0.0,0.33,0.02,0.52,69.0,27.0,21.0
3824,2006,0.46,0.01,0.02,0.04,0.52,41.0,15.0,21.0
3825,2010,0.28,0.19,0.0,0.05,0.52,79.0,51.0,19.0
3826,2007,0.13,0.0,0.0,0.39,0.52,46.0,10.0,6.0
3827,2001,0.29,0.2,0.0,0.03,0.52,89.0,15.0,37.0
3828,2009,0.08,0.29,0.0,0.16,0.52,68.0,23.0,14.0
3829,2001,0.29,0.2,0.0,0.03,0.52,73.0,19.0,36.0
3830,2002,0.18,0.14,0.16,0.05,0.52,87.0,17.0,126.0
3831,2008,0.21,0.04,0.24,0.02,0.52,68.0,46.0,93.0
3832,2007,0.47,0.0,0.0,0.04,0.52,73.0,37.0,19.0
3833,2008,0.47,0.01,0.0,0.04,0.52,70.0,4.0,
3834,2005,0.26,0.2,0.0,0.07,0.52,86.0,61.0,51.0
3835,2011,0.39,0.09,0.0,0.04,0.52,79.0,26.0,22.0
3836,2002,0.39,0.11,0.0,0.02,0.52,90.0,14.0,15.0
3837,2008,0.47,0.0,0.0,0.04,0.52,56.0,12.0,13.0
3838,2006,0.47,0.0,0.01,0.04,0.52,76.0,25.0,22.0
3839,2000,0.29,0.2,0.0,0.03,0.52,68.0,5.0,
3840,2015,0.27,0.19,0.02,0.04,0.52,71.0,5.0,14.0
3841,1993,0.28,0.07,0.16,0.01,0.52,,,
3842,2008,0.46,0.0,0.02,0.04,0.52,75.0,32.0,15.0
3843,2011,0.12,0.25,0.02,0.13,0.52,,,
3844,1999,0.29,0.2,0.0,0.03,0.52,,,
3845,2015,0.18,0.25,0.0,0.08,0.52,61.0,33.0,78.0
3846,2010,0.09,0.31,0.0,0.11,0.52,65.0,21.0,8.0
3847,1998,0.12,0.08,0.28,0.03,0.52,,,
3848,2014,0.18,0.24,0.02,0.08,0.52,68.0,45.0,425.0
3849,2000,0.17,0.13,0.18,0.04,0.52,78.0,15.0,
3850,2003,0.0,0.0,0.52,0.0,0.52,,,
3851,2006,0.25,0.19,0.02,0.06,0.52,82.0,43.0,96.0
3852,2003,0.25,0.2,0.0,0.07,0.52,81.0,26.0,57.0
3853,2007,0.22,0.15,0.04,0.1,0.52,78.0,40.0,107.0
3854,2005,0.38,0.12,0.0,0.02,0.52,79.0,55.0,29.0
3855,2005,0.37,0.14,0.0,0.01,0.52,52.0,5.0,
3856,2006,0.46,0.01,0.0,0.04,0.52,74.0,22.0,22.0
3857,2005,0.25,0.2,0.0,0.07,0.52,68.0,44.0,56.0
3858,2015,0.22,0.13,0.12,0.04,0.52,73.0,72.0,227.0
3859,1999,0.1,0.07,0.31,0.03,0.52,,,
3860,2006,0.0,0.0,0.52,0.0,0.52,,,
3861,2005,0.25,0.2,0.0,0.07,0.52,80.0,41.0,26.0
3862,2013,0.21,0.26,0.0,0.04,0.52,,,
3863,2008,0.33,0.03,0.11,0.04,0.52,78.0,51.0,150.0
3864,2002,0.37,0.14,0.0,0.01,0.52,90.0,20.0,6.0
3865,2008,0.18,0.08,0.22,0.04,0.52,58.0,18.0,22.0
3866,2006,0.46,0.05,0.0,0.0,0.52,78.0,29.0,35.0
3867,2008,0.32,0.03,0.15,0.03,0.52,77.0,14.0,30.0
3868,2004,0.37,0.14,0.0,0.01,0.52,69.0,11.0,12.0
3869,1999,0.17,0.11,0.2,0.03,0.52,,,
3870,2002,0.38,0.11,0.0,0.02,0.52,,,
3871,2011,0.22,0.21,0.0,0.09,0.52,,,
3872,2008,0.47,0.0,0.0,0.04,0.52,,,
3873,2009,0.26,0.2,0.0,0.05,0.52,70.0,10.0,4.0
3874,2001,0.29,0.19,0.0,0.03,0.52,81.0,6.0,9.0
3875,2002,0.25,0.2,0.0,0.07,0.52,,,
3876,2013,0.11,0.29,0.0,0.11,0.51,,,
3877,2002,0.13,0.1,0.25,0.03,0.51,74.0,22.0,19.0
3878,2010,0.13,0.07,0.27,0.05,0.51,71.0,56.0,113.0
3879,2012,0.19,0.26,0.02,0.04,0.51,,,
3880,2008,0.21,0.21,0.0,0.09,0.51,76.0,23.0,18.0
3881,2009,0.09,0.36,0.0,0.06,0.51,,,
3882,2012,0.32,0.15,0.0,0.04,0.51,59.0,35.0,22.0
3883,,0.48,0.03,0.0,0.01,0.51,,,
3884,2001,0.25,0.2,0.0,0.07,0.51,47.0,14.0,7.0
3885,2008,0.36,0.11,0.0,0.04,0.51,70.0,26.0,14.0
3886,1996,0.08,0.05,0.35,0.03,0.51,,,
3887,2002,0.25,0.2,0.0,0.07,0.51,53.0,17.0,8.0
3888,2007,0.36,0.03,0.08,0.04,0.51,53.0,55.0,229.0
3889,2003,0.4,0.1,0.0,0.01,0.51,94.0,19.0,17.0
3890,2003,0.0,0.0,0.51,0.0,0.51,,,
3891,2000,0.25,0.2,0.0,0.07,0.51,74.0,16.0,12.0
3892,2013,0.15,0.08,0.22,0.06,0.51,77.0,71.0,298.0
3893,1997,0.28,0.19,0.0,0.03,0.51,,,
3894,2011,0.35,0.11,0.0,0.06,0.51,67.0,46.0,139.0
3895,2008,0.0,0.0,0.51,0.0,0.51,,,
3896,2006,0.47,0.0,0.0,0.04,0.51,64.0,9.0,4.0
3897,2009,0.23,0.23,0.0,0.05,0.51,80.0,43.0,18.0
3898,2009,0.35,0.12,0.0,0.04,0.51,,,6.0
3899,2013,0.28,0.15,0.0,0.08,0.51,34.0,14.0,196.0
3900,2010,0.47,0.0,0.0,0.04,0.51,76.0,26.0,38.0
3901,2010,0.25,0.21,0.0,0.05,0.51,69.0,18.0,13.0
3902,2007,0.09,0.32,0.0,0.1,0.51,55.0,8.0,4.0
3903,2005,0.37,0.14,0.0,0.01,0.51,,,
3904,1985,0.0,0.0,0.51,0.0,0.51,,,
3905,1999,0.41,0.09,0.0,0.01,0.51,,,
3906,1999,0.01,0.26,0.22,0.02,0.51,,,
3907,2003,0.44,0.04,0.0,0.02,0.51,85.0,19.0,11.0
3908,2008,0.35,0.12,0.0,0.05,0.51,56.0,10.0,4.0
3909,2014,0.22,0.24,0.0,0.04,0.51,78.0,24.0,314.0
3910,1996,0.0,0.0,0.48,0.03,0.51,,,
3911,2009,0.12,0.27,0.06,0.05,0.51,82.0,13.0,17.0
3912,2002,0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.0
3913,2009,0.44,0.03,0.0,0.04,0.51,74.0,23.0,21.0
3914,2006,0.15,0.12,0.2,0.04,0.51,75.0,45.0,55.0
3915,2009,0.0,0.46,0.0,0.05,0.51,91.0,67.0,3542.0
3916,2004,0.18,0.0,0.3,0.02,0.51,62.0,26.0,24.0
3917,2006,0.42,0.02,0.0,0.07,0.51,76.0,11.0,51.0
3918,2009,0.12,0.2,0.07,0.12,0.51,80.0,52.0,45.0
3919,2012,0.26,0.19,0.0,0.06,0.51,,,
3920,2009,0.36,0.08,0.02,0.04,0.51,56.0,29.0,33.0
3921,2013,0.29,0.16,0.01,0.05,0.51,70.0,16.0,67.0
3922,2007,0.47,0.0,0.0,0.04,0.51,,,
3923,2004,0.37,0.11,0.0,0.02,0.51,66.0,7.0,
3924,2007,0.25,0.19,0.0,0.06,0.51,71.0,4.0,4.0
3925,2015,0.22,0.21,0.0,0.08,0.51,,,21.0
3926,2000,0.0,0.0,0.51,0.0,0.51,,,
3927,2004,0.36,0.13,0.0,0.01,0.51,73.0,26.0,21.0
3928,2004,0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.0
3929,2004,0.25,0.19,0.0,0.06,0.51,76.0,54.0,191.0
3930,1988,0.47,0.03,0.0,0.01,0.51,,,
3931,2005,0.22,0.17,0.05,0.06,0.51,78.0,30.0,5.0
3932,2007,0.46,0.01,0.0,0.04,0.51,68.0,8.0,
3933,2002,0.25,0.19,0.0,0.06,0.51,,,
3934,2012,0.29,0.18,0.0,0.04,0.51,77.0,47.0,39.0
3935,1997,0.28,0.19,0.0,0.03,0.51,,,
3936,2009,0.26,0.2,0.0,0.05,0.51,73.0,69.0,141.0
3937,2004,0.36,0.13,0.0,0.01,0.5,56.0,4.0,
3938,2006,0.42,0.02,0.0,0.07,0.5,55.0,41.0,25.0
3939,2003,0.25,0.19,0.0,0.06,0.5,51.0,9.0,6.0
3940,2009,0.33,0.13,0.0,0.05,0.5,47.0,8.0,
3941,1983,0.47,0.03,0.0,0.01,0.5,,,
3942,2008,0.45,0.01,0.0,0.04,0.5,88.0,41.0,61.0
3943,2008,0.17,0.28,0.0,0.06,0.5,83.0,34.0,60.0
3944,2006,0.44,0.03,0.0,0.04,0.5,81.0,50.0,46.0
3945,2003,0.42,0.06,0.0,0.02,0.5,86.0,33.0,12.0
3946,2011,0.0,0.0,0.5,0.0,0.5,,,
3947,2006,0.31,0.12,0.0,0.07,0.5,81.0,30.0,
3948,2007,0.43,0.03,0.0,0.04,0.5,62.0,16.0,12.0
3949,2006,0.39,0.1,0.0,0.01,0.5,60.0,10.0,4.0
3950,2001,0.28,0.19,0.0,0.03,0.5,,,
3951,2001,0.25,0.19,0.0,0.06,0.5,44.0,13.0,11.0
3952,2010,0.45,0.02,0.0,0.03,0.5,,,
3953,2007,0.46,0.01,0.0,0.04,0.5,,,
3954,2006,0.25,0.19,0.0,0.06,0.5,83.0,36.0,104.0
3955,2008,0.25,0.19,0.0,0.06,0.5,,,
3956,1982,0.47,0.03,0.0,0.01,0.5,,,
3957,2008,0.19,0.22,0.0,0.09,0.5,54.0,30.0,28.0
3958,2008,0.25,0.19,0.0,0.06,0.5,73.0,7.0,36.0
3959,2002,0.25,0.19,0.0,0.06,0.5,75.0,13.0,6.0
3960,2007,0.17,0.02,0.3,0.02,0.5,83.0,33.0,36.0
3961,2011,0.1,0.34,0.0,0.07,0.5,78.0,36.0,55.0
3962,2007,0.36,0.02,0.07,0.04,0.5,63.0,31.0,24.0
3963,2007,0.08,0.27,0.0,0.15,0.5,80.0,18.0,29.0
3964,2009,0.18,0.2,0.0,0.12,0.5,,,9.0
3965,2012,0.25,0.13,0.04,0.07,0.5,71.0,60.0,169.0
3966,2010,0.18,0.22,0.02,0.08,0.5,76.0,37.0,50.0
3967,2012,0.22,0.07,0.18,0.02,0.5,78.0,60.0,113.0
3968,2010,0.17,0.24,0.0,0.09,0.5,,,
3969,2011,0.25,0.2,0.0,0.05,0.5,72.0,56.0,96.0
3970,2000,0.4,0.09,0.0,0.01,0.5,,,
3971,2009,0.12,0.32,0.0,0.06,0.5,,,
3972,2002,0.24,0.19,0.0,0.06,0.5,81.0,22.0,8.0
3973,2001,0.13,0.05,0.31,0.01,0.5,88.0,20.0,26.0
3974,2010,0.24,0.18,0.0,0.08,0.5,,,
3975,2004,0.0,0.0,0.5,0.0,0.5,,,
3976,2008,0.45,0.01,0.0,0.04,0.5,59.0,29.0,9.0
3977,1995,0.28,0.19,0.0,0.03,0.5,,,
3978,2004,0.3,0.1,0.08,0.02,0.5,83.0,64.0,25.0
3979,1997,0.11,0.07,0.29,0.03,0.5,66.0,11.0,9.0
3980,2012,0.47,0.0,0.0,0.03,0.5,68.0,19.0,22.0
3981,2010,0.1,0.34,0.01,0.05,0.5,56.0,23.0,
3982,2007,0.46,0.0,0.0,0.04,0.5,65.0,10.0,5.0
3983,2006,0.42,0.04,0.0,0.04,0.5,89.0,61.0,140.0
3984,2002,0.24,0.19,0.0,0.06,0.5,,,
3985,2004,0.24,0.19,0.0,0.06,0.5,65.0,8.0,8.0
3986,2012,0.47,0.0,0.0,0.03,0.5,,,4.0
3987,2010,0.41,0.02,0.0,0.07,0.5,,,4.0
3988,2004,0.11,0.08,0.28,0.03,0.5,68.0,37.0,46.0
3989,2007,0.45,0.01,0.0,0.04,0.5,80.0,42.0,30.0
3990,2004,0.38,0.1,0.0,0.01,0.5,82.0,30.0,17.0
3991,2003,0.24,0.19,0.0,0.06,0.5,80.0,25.0,16.0
3992,1996,0.0,0.0,0.5,0.0,0.5,,,
3993,2005,0.24,0.19,0.0,0.06,0.5,67.0,21.0,26.0
3994,2001,0.36,0.13,0.0,0.01,0.5,84.0,17.0,16.0
3995,2008,0.0,0.0,0.5,0.0,0.5,,,
3996,1996,0.0,0.0,0.46,0.03,0.5,,,
3997,,0.23,0.21,0.01,0.05,0.5,69.0,79.0,86.0
3998,2007,0.41,0.02,0.0,0.07,0.5,,,29.0
3999,2005,0.41,0.01,0.0,0.07,0.5,64.0,42.0,19.0
4000,2002,0.24,0.19,0.0,0.06,0.5,50.0,19.0,6.0
4001,1982,0.46,0.03,0.0,0.01,0.5,,,
4002,2007,0.24,0.19,0.0,0.06,0.5,,,
4003,1981,0.46,0.03,0.0,0.01,0.5,,,
4004,1982,0.46,0.03,0.0,0.01,0.5,,,
4005,2011,0.27,0.14,0.04,0.04,0.5,70.0,67.0,157.0
4006,2006,0.46,0.0,0.0,0.04,0.49,81.0,35.0,16.0
4007,2004,0.41,0.02,0.03,0.04,0.49,61.0,46.0,6.0
4008,2011,0.19,0.15,0.12,0.03,0.49,75.0,59.0,56.0
4009,2009,0.28,0.03,0.16,0.02,0.49,83.0,35.0,33.0
4010,2008,0.09,0.06,0.32,0.03,0.49,54.0,22.0,28.0
4011,2007,0.46,0.0,0.0,0.04,0.49,,,6.0
4012,2004,0.35,0.13,0.0,0.01,0.49,70.0,4.0,
4013,2011,0.26,0.15,0.05,0.04,0.49,55.0,57.0,31.0
4014,2008,0.0,0.42,0.0,0.07,0.49,,,35.0
4015,2006,0.44,0.02,0.0,0.04,0.49,57.0,16.0,7.0
4016,2015,0.0,0.0,0.49,0.0,0.49,,,
4017,2012,0.1,0.34,0.0,0.05,0.49,84.0,42.0,56.0
4018,2010,0.46,0.01,0.0,0.03,0.49,,,
4019,1980,0.46,0.03,0.0,0.01,0.49,,,
4020,2006,0.44,0.02,0.0,0.04,0.49,81.0,65.0,38.0
4021,2010,0.33,0.12,0.0,0.04,0.49,,,
4022,2011,0.27,0.1,0.07,0.05,0.49,58.0,34.0,46.0
4023,2005,0.41,0.01,0.0,0.07,0.49,69.0,42.0,42.0
4024,2005,0.13,0.02,0.32,0.02,0.49,66.0,13.0,28.0
4025,2013,0.24,0.14,0.07,0.03,0.49,59.0,34.0,144.0
4026,2002,0.38,0.1,0.0,0.01,0.49,64.0,25.0,20.0
4027,2007,0.43,0.03,0.0,0.04,0.49,57.0,37.0,54.0
4028,2008,0.46,0.0,0.0,0.04,0.49,,,
4029,2003,0.35,0.13,0.0,0.01,0.49,49.0,5.0,
